date,ward,revenue_stream,collector_id,expected_revenue,actual_revenue,transactions,revenue_gap,deviation_pct,is_round_number,average_transaction
2025-09-01,Ward 2,Business Licenses,COL-007,8233.8,7467.78,51,-766.02,-9.3,False,146.43
2025-09-01,Ward 2,Market Fees,COL-006,19261.44,18458.15,1717,-803.29,-4.17,False,10.75
2025-09-01,Ward 2,Property Rates,COL-005,45376.02,45032.5,501,-343.52,-0.76,False,89.89
2025-09-01,Ward 3,Beer Hall Levies,COL-012,8046.4,7768.67,185,-277.73,-3.45,False,41.99
2025-09-01,Ward 3,Business Licenses,COL-011,6362.48,5694.74,45,-667.74,-10.49,False,126.55
2025-09-01,Ward 3,Market Fees,COL-010,14883.84,14235.87,1367,-647.97,-4.35,False,10.41
2025-09-01,Ward 3,Property Rates,COL-009,35063.29,34451.86,413,-611.43,-1.74,False,83.42
2025-09-01,Ward 4,Beer Hall Levies,COL-016,11359.63,11395.54,251,35.91,0.32,False,45.4
2025-09-01,Ward 4,Business Licenses,COL-015,8982.33,8716.05,53,-266.28,-2.96,False,164.45
2025-09-01,Ward 4,Market Fees,COL-014,21012.48,22146.93,1812,1134.45,5.4,False,12.22
2025-09-01,Ward 4,Property Rates,COL-013,49501.12,52241.64,568,2740.52,5.54,False,91.97
2025-09-01,Ward 5,Beer Hall Levies,COL-020,6626.45,6179.73,145,-446.72,-6.74,False,42.62
2025-09-01,Ward 5,Business Licenses,COL-019,5239.69,4813.93,35,-425.76,-8.13,False,137.54
2025-09-01,Ward 5,Market Fees,COL-018,12257.28,10368.73,1211,-1888.55,-15.41,False,8.56
2025-09-01,Ward 5,Property Rates,COL-017,28875.65,27656.56,348,-1219.09,-4.22,False,79.47
2025-09-01,Ward 6,Beer Hall Levies,COL-024,8993.04,8500.0,207,-493.04,-5.48,True,41.06
2025-09-01,Ward 6,Business Licenses,COL-023,7111.01,7816.6,47,705.59,9.92,False,166.31
2025-09-01,Ward 6,Market Fees,COL-022,16634.88,15539.74,1514,-1095.14,-6.58,False,10.26
2025-09-01,Ward 6,Property Rates,COL-021,39188.38,39261.54,470,73.16,0.19,False,83.54
2025-09-01,Ward 7,Beer Hall Levies,COL-028,9939.68,10874.44,222,934.76,9.4,False,48.98
2025-09-01,Ward 7,Business Licenses,COL-027,7859.54,7634.13,53,-225.41,-2.87,False,144.04
2025-09-01,Ward 7,Market Fees,COL-026,18385.92,18916.63,1496,530.71,2.89,False,12.64
2025-09-01,Ward 7,Property Rates,COL-025,43313.48,37329.27,507,-5984.21,-13.82,False,73.63
2025-09-01,Ward 8,Beer Hall Levies,COL-032,5679.81,5231.79,146,-448.02,-7.89,False,35.83
2025-09-01,Ward 8,Business Licenses,COL-031,4491.16,3619.41,29,-871.75,-19.41,False,124.81
2025-09-01,Ward 8,Market Fees,COL-030,10506.24,9391.73,965,-1114.51,-10.61,False,9.73
2025-09-01,Ward 8,Property Rates,COL-029,24750.56,22784.04,275,-1966.52,-7.95,False,82.85
2025-10-01,Ward 1,Beer Hall Levies,COL-004,12657.86,12349.72,292,-308.14,-2.43,False,42.29
2025-10-01,Ward 1,Business Licenses,COL-003,10145.54,9564.52,66,-581.02,-5.73,False,144.92
2025-10-01,Ward 1,Market Fees,COL-002,27791.1,28745.22,2461,954.12,3.43,False,11.68
2025-10-01,Ward 1,Property Rates,COL-001,57583.56,56285.68,727,-1297.88,-2.25,False,77.42
2025-10-01,Ward 2,Beer Hall Levies,COL-008,9602.52,8749.4,217,-853.12,-8.88,False,40.32
2025-10-01,Ward 2,Business Licenses,COL-007,7696.62,6597.36,46,-1099.26,-14.28,False,143.42
2025-10-01,Ward 2,Market Fees,COL-006,21082.9,20852.42,1876,-230.48,-1.09,False,11.12
2025-10-01,Ward 2,Property Rates,COL-005,43684.08,41042.61,480,-2641.47,-6.05,False,85.51
2025-10-01,Ward 3,Beer Hall Levies,COL-012,7420.13,6399.77,165,-1020.36,-13.75,False,38.79
2025-10-01,Ward 3,Business Licenses,COL-011,5947.39,4530.95,44,-1416.44,-23.82,False,102.98
2025-10-01,Ward 3,Market Fees,COL-010,16291.33,15450.28,1480,-841.05,-5.16,False,10.44
2025-10-01,Ward 3,Property Rates,COL-009,33755.88,34092.03,389,336.15,1.0,False,87.64
2025-10-01,Ward 4,Beer Hall Levies,COL-016,10475.47,9964.07,241,-511.4,-4.88,False,41.34
2025-10-01,Ward 4,Business Licenses,COL-015,8396.31,8346.83,54,-49.48,-0.59,False,154.57
2025-10-01,Ward 4,Market Fees,COL-014,22999.53,21903.3,1777,-1096.23,-4.77,False,12.33
2025-10-01,Ward 4,Property Rates,COL-013,47655.36,42949.59,546,-4705.77,-9.87,False,78.66
2025-10-01,Ward 5,Beer Hall Levies,COL-020,6110.69,5797.83,130,-312.86,-5.12,False,44.6
2025-10-01,Ward 5,Business Licenses,COL-019,4897.85,4583.7,31,-314.15,-6.41,False,147.86
2025-10-01,Ward 5,Market Fees,COL-018,13416.39,12890.8,1205,-525.59,-3.92,False,10.7
2025-10-01,Ward 5,Property Rates,COL-017,27798.96,25699.83,319,-2099.13,-7.55,False,80.56
2025-10-01,Ward 6,Beer Hall Levies,COL-024,8293.08,7000.0,166,-1293.08,-15.59,True,42.17
2025-10-01,Ward 6,Business Licenses,COL-023,6647.08,5985.87,40,-661.21,-9.95,False,149.65
2025-10-01,Ward 6,Market Fees,COL-022,18207.96,16642.89,1515,-1565.07,-8.6,False,10.99
2025-10-01,Ward 6,Property Rates,COL-021,37727.16,37963.95,451,236.79,0.63,False,84.18
2025-10-01,Ward 7,Beer Hall Levies,COL-028,9166.04,8480.59,219,-685.45,-7.48,False,38.72
2025-10-01,Ward 7,Business Licenses,COL-027,7346.77,7894.75,46,547.98,7.46,False,171.62
2025-10-01,Ward 7,Market Fees,COL-026,20124.59,19398.69,1677,-725.9,-3.61,False,11.57
2025-10-01,Ward 7,Property Rates,COL-025,41698.44,40916.79,470,-781.65,-1.87,False,87.06
2025-10-01,Ward 8,Beer Hall Levies,COL-032,5237.74,4644.37,122,-593.37,-11.33,False,38.07
2025-10-01,Ward 8,Business Licenses,COL-031,4198.15,4131.33,24,-66.82,-1.59,False,172.14
2025-10-01,Ward 8,Market Fees,COL-030,11499.77,9870.4,1103,-1629.37,-14.17,False,8.95
2025-10-01,Ward 8,Property Rates,COL-029,23827.68,20338.54,280,-3489.14,-14.64,False,72.64
2025-11-01,Ward 1,Beer Hall Levies,COL-004,14759.64,14443.5,321,-316.14,-2.14,False,45.0
2025-11-01,Ward 1,Business Licenses,COL-003,11695.18,13131.57,77,1436.39,12.28,False,170.54
2025-11-01,Ward 1,Market Fees,COL-002,33582.77,33372.76,2883,-210.01,-0.63,False,11.58
2025-11-01,Ward 1,Property Rates,COL-001,53396.91,54292.52,666,895.61,1.68,False,81.52
2025-11-01,Ward 2,Beer Hall Levies,COL-008,11196.97,10379.55,262,-817.42,-7.3,False,39.62
2025-11-01,Ward 2,Business Licenses,COL-007,8872.2,8532.26,56,-339.94,-3.83,False,152.36
2025-11-01,Ward 2,Market Fees,COL-006,25476.58,28031.28,2404,2554.7,10.03,False,11.66
2025-11-01,Ward 2,Property Rates,COL-005,40508.0,43827.67,421,3319.67,8.2,False,104.1
2025-11-01,Ward 3,Beer Hall Levies,COL-012,8652.2,8354.04,202,-298.16,-3.45,False,41.36
2025-11-01,Ward 3,Business Licenses,COL-011,6855.79,6518.84,46,-336.95,-4.91,False,141.71
2025-11-01,Ward 3,Market Fees,COL-010,19686.45,18356.71,1717,-1329.74,-6.75,False,10.69
2025-11-01,Ward 3,Property Rates,COL-009,31301.64,26667.03,427,-4634.61,-14.81,False,62.45
2025-11-01,Ward 4,Beer Hall Levies,COL-016,12214.88,13206.36,278,991.48,8.12,False,47.5
2025-11-01,Ward 4,Business Licenses,COL-015,9678.77,10082.68,61,403.91,4.17,False,165.29
2025-11-01,Ward 4,Market Fees,COL-014,27792.63,26503.58,2280,-1289.05,-4.64,False,11.62
2025-11-01,Ward 4,Property Rates,COL-013,44190.55,39632.78,470,-4557.77,-10.31,False,84.33
2025-11-01,Ward 5,Beer Hall Levies,COL-020,7125.34,6762.58,159,-362.76,-5.09,False,42.53
2025-11-01,Ward 5,Business Licenses,COL-019,5645.95,5361.52,34,-284.43,-5.04,False,157.69
2025-11-01,Ward 5,Market Fees,COL-018,16212.37,13909.64,1623,-2302.73,-14.2,False,8.57
2025-11-01,Ward 5,Property Rates,COL-017,25777.82,23903.83,296,-1873.99,-7.27,False,80.76
2025-11-01,Ward 6,Beer Hall Levies,COL-024,9670.11,7500.0,207,-2170.11,-22.44,True,36.23
2025-11-01,Ward 6,Business Licenses,COL-023,7662.36,8337.56,49,675.2,8.81,False,170.15
2025-11-01,Ward 6,Market Fees,COL-022,22002.5,23901.2,1765,1898.7,8.63,False,13.54
2025-11-01,Ward 6,Property Rates,COL-021,34984.18,35941.41,385,957.23,2.74,False,93.35
2025-11-01,Ward 7,Beer Hall Levies,COL-028,10688.02,9635.19,252,-1052.83,-9.85,False,38.23
2025-11-01,Ward 7,Business Licenses,COL-027,8468.92,8768.83,54,299.91,3.54,False,162.39
2025-11-01,Ward 7,Market Fees,COL-026,24318.55,27300.57,2068,2982.02,12.26,False,13.2
2025-11-01,Ward 7,Property Rates,COL-025,38666.73,36580.71,428,-2086.02,-5.39,False,85.47
2025-11-01,Ward 8,Beer Hall Levies,COL-032,6107.44,5444.31,151,-663.13,-10.86,False,36.06
2025-11-01,Ward 8,Business Licenses,COL-031,4839.38,4775.94,29,-63.44,-1.31,False,164.69
2025-11-01,Ward 8,Market Fees,COL-030,13896.32,13096.13,1284,-800.19,-5.76,False,10.2
2025-11-01,Ward 8,Property Rates,COL-029,22095.27,21451.7,260,-643.57,-2.91,False,82.51
2025-12-01,Ward 1,Beer Hall Levies,COL-004,23582.44,26153.79,505,2571.35,10.9,False,51.79
2025-12-01,Ward 1,Business Licenses,COL-003,13825.21,14905.32,90,1080.11,7.81,False,165.61
2025-12-01,Ward 1,Market Fees,COL-002,41708.68,40772.14,3622,-936.54,-2.25,False,11.26
2025-12-01,Ward 1,Property Rates,COL-001,47868.72,46698.36,568,-1170.36,-2.44,False,82.22
2025-12-01,Ward 2,Beer Hall Levies,COL-008,17890.12,16846.8,380,-1043.32,-5.83,False,44.33
2025-12-01,Ward 2,Business Licenses,COL-007,10488.09,10763.25,62,275.16,2.62,False,173.6
2025-12-01,Ward 2,Market Fees,COL-006,31641.06,32767.33,2609,1126.27,3.56,False,12.56
2025-12-01,Ward 2,Property Rates,COL-005,36314.2,34426.74,381,-1887.46,-5.2,False,90.36
2025-12-01,Ward 3,Beer Hall Levies,COL-012,13824.19,14624.22,292,800.03,5.79,False,50.08
2025-12-01,Ward 3,Business Licenses,COL-011,8104.43,7159.51,56,-944.92,-11.66,False,127.85
2025-12-01,Ward 3,Market Fees,COL-010,24449.91,22434.64,2234,-2015.27,-8.24,False,10.04
2025-12-01,Ward 3,Property Rates,COL-009,28060.98,23728.29,331,-4332.69,-15.44,False,71.69
2025-12-01,Ward 4,Beer Hall Levies,COL-016,19516.5,20541.09,412,1024.59,5.25,False,49.86
2025-12-01,Ward 4,Business Licenses,COL-015,11441.55,10696.45,77,-745.1,-6.51,False,138.91
2025-12-01,Ward 4,Market Fees,COL-014,34517.52,34539.12,2915,21.6,0.06,False,11.85
2025-12-01,Ward 4,Property Rates,COL-013,39615.49,40412.97,467,797.48,2.01,False,86.54
2025-12-01,Ward 5,Beer Hall Levies,COL-020,11384.62,9989.42,268,-1395.2,-12.26,False,37.27
2025-12-01,Ward 5,Business Licenses,COL-019,6674.24,6182.61,42,-491.63,-7.37,False,147.2
2025-12-01,Ward 5,Market Fees,COL-018,20135.22,18558.4,1954,-1576.82,-7.83,False,9.5
2025-12-01,Ward 5,Property Rates,COL-017,23109.04,21300.27,262,-1808.77,-7.83,False,81.3
2025-12-01,Ward 6,Beer Hall Levies,COL-024,15450.56,13184.38,333,-2266.18,-14.67,False,39.59
2025-12-01,Ward 6,Business Licenses,COL-023,9057.9,10688.9,63,1631.0,18.01,False,169.67
2025-12-01,Ward 6,Market Fees,COL-022,27326.37,27387.8,2345,61.43,0.22,False,11.68
2025-12-01,Ward 6,Property Rates,COL-021,31362.27,33908.98,385,2546.71,8.12,False,88.08
2025-12-01,Ward 7,Beer Hall Levies,COL-028,17076.94,15272.04,421,-1804.9,-10.57,False,36.28
2025-12-01,Ward 7,Business Licenses,COL-027,10011.36,9998.54,63,-12.82,-0.13,False,158.71
2025-12-01,Ward 7,Market Fees,COL-026,30202.83,28805.79,2641,-1397.04,-4.63,False,10.91
2025-12-01,Ward 7,Property Rates,COL-025,34663.56,33160.28,421,-1503.28,-4.34,False,78.77
2025-12-01,Ward 8,Beer Hall Levies,COL-032,9758.25,10193.43,247,435.18,4.46,False,41.27
2025-12-01,Ward 8,Business Licenses,COL-031,5720.78,5160.91,36,-559.87,-9.79,False,143.36
2025-12-01,Ward 8,Market Fees,COL-030,17258.76,17617.32,1692,358.56,2.08,False,10.41
2025-12-01,Ward 8,Property Rates,COL-029,19807.75,19346.72,221,-461.03,-2.33,False,87.54
2026-01-01,Ward 1,Beer Hall Levies,COL-004,13765.74,14405.81,321,640.07,4.65,False,44.88
2026-01-01,Ward 1,Business Licenses,COL-003,44683.83,48734.5,301,4050.67,9.07,False,161.91
2026-01-01,Ward 1,Market Fees,COL-002,16459.71,16718.85,1451,259.14,1.57,False,11.52
2026-01-01,Ward 1,Property Rates,COL-001,83255.35,85057.59,1069,1802.24,2.16,False,79.57
2026-01-01,Ward 2,Beer Hall Levies,COL-008,10442.97,10506.6,217,63.63,0.61,False,48.42
2026-01-01,Ward 2,Business Licenses,COL-007,33898.08,28866.68,214,-5031.4,-14.84,False,134.89
2026-01-01,Ward 2,Market Fees,COL-006,12486.68,12406.57,1083,-80.11,-0.64,False,11.46
2026-01-01,Ward 2,Property Rates,COL-005,63159.23,64285.41,686,1126.18,1.78,False,93.71
2026-01-01,Ward 3,Beer Hall Levies,COL-012,8069.57,7138.05,170,-931.52,-11.54,False,41.99
2026-01-01,Ward 3,Business Licenses,COL-011,26193.97,26085.12,180,-108.85,-0.42,False,144.92
2026-01-01,Ward 3,Market Fees,COL-010,9648.79,8057.87,903,-1590.92,-16.49,False,8.92
2026-01-01,Ward 3,Property Rates,COL-009,48804.86,46561.71,636,-2243.15,-4.6,False,73.21
2026-01-01,Ward 4,Beer Hall Levies,COL-016,11392.33,10382.1,266,-1010.23,-8.87,False,39.03
2026-01-01,Ward 4,Business Licenses,COL-015,36979.72,38131.55,229,1151.83,3.11,False,166.51
2026-01-01,Ward 4,Market Fees,COL-014,13621.83,14120.06,1104,498.23,3.66,False,12.79
2026-01-01,Ward 4,Property Rates,COL-013,68900.98,66648.4,823,-2252.58,-3.27,False,80.98
2026-01-01,Ward 5,Beer Hall Levies,COL-020,6645.53,6337.57,158,-307.96,-4.63,False,40.11
2026-01-01,Ward 5,Business Licenses,COL-019,21571.51,19944.91,132,-1626.6,-7.54,False,151.1
2026-01-01,Ward 5,Market Fees,COL-018,7946.07,7328.95,715,-617.12,-7.77,False,10.25
2026-01-01,Ward 5,Property Rates,COL-017,40192.24,38802.42,455,-1389.82,-3.46,False,85.28
2026-01-01,Ward 6,Beer Hall Levies,COL-024,9018.93,8000.0,207,-1018.93,-11.3,True,38.65
2026-01-01,Ward 6,Business Licenses,COL-023,29275.62,28736.45,201,-539.17,-1.84,False,142.97
2026-01-01,Ward 6,Market Fees,COL-022,10783.95,10771.5,935,-12.45,-0.12,False,11.52
2026-01-01,Ward 6,Property Rates,COL-021,54546.61,50453.23,589,-4093.38,-7.5,False,85.66
2026-01-01,Ward 7,Beer Hall Levies,COL-028,9968.29,9086.31,240,-881.98,-8.85,False,37.86
2026-01-01,Ward 7,Business Licenses,COL-027,32357.26,33578.01,217,1220.75,3.77,False,154.74
2026-01-01,Ward 7,Market Fees,COL-026,11919.1,10192.82,1005,-1726.28,-14.48,False,10.14
2026-01-01,Ward 7,Property Rates,COL-025,60288.36,56793.12,700,-3495.24,-5.8,False,81.13
2026-01-01,Ward 8,Beer Hall Levies,COL-032,5696.17,5421.52,138,-274.65,-4.82,False,39.29
2026-01-01,Ward 8,Business Licenses,COL-031,18489.86,18584.26,113,94.4,0.51,False,164.46
2026-01-01,Ward 8,Market Fees,COL-030,6810.91,6007.45,644,-803.46,-11.8,False,9.33
2026-01-01,Ward 8,Property Rates,COL-029,34450.49,32152.65,402,-2297.84,-6.67,False,79.98
2026-02-01,Ward 1,Beer Hall Levies,COL-004,10607.23,10492.18,242,-115.05,-1.08,False,43.36
2026-02-01,Ward 1,Business Licenses,COL-003,27108.45,29016.97,186,1908.52,7.04,False,156.01
2026-02-01,Ward 1,Market Fees,COL-002,18289.57,19636.46,1679,1346.89,7.36,False,11.7
2026-02-01,Ward 1,Property Rates,COL-001,78481.18,81547.93,893,3066.75,3.91,False,91.32
2026-02-01,Ward 2,Beer Hall Levies,COL-008,8046.87,9032.12,172,985.25,12.24,False,52.51
2026-02-01,Ward 2,Business Licenses,COL-007,20565.03,21987.92,133,1422.89,6.92,False,165.32
2026-02-01,Ward 2,Market Fees,COL-006,13874.85,14179.73,1138,304.88,2.2,False,12.46
2026-02-01,Ward 2,Property Rates,COL-005,59537.45,58580.25,634,-957.2,-1.61,False,92.4
2026-02-01,Ward 3,Beer Hall Levies,COL-012,6218.03,6087.89,129,-130.14,-2.09,False,47.19
2026-02-01,Ward 3,Business Licenses,COL-011,15891.16,14147.81,111,-1743.35,-10.97,False,127.46
2026-02-01,Ward 3,Market Fees,COL-010,10721.47,11028.41,1015,306.94,2.86,False,10.87
2026-02-01,Ward 3,Property Rates,COL-009,46006.21,43587.54,549,-2418.67,-5.26,False,79.39
2026-02-01,Ward 4,Beer Hall Levies,COL-016,8778.4,8337.66,200,-440.74,-5.02,False,41.69
2026-02-01,Ward 4,Business Licenses,COL-015,22434.58,23659.02,126,1224.44,5.46,False,187.77
2026-02-01,Ward 4,Market Fees,COL-014,15136.2,16259.52,1276,1123.32,7.42,False,12.74
2026-02-01,Ward 4,Property Rates,COL-013,64949.94,67822.14,721,2872.2,4.42,False,94.07
2026-02-01,Ward 5,Beer Hall Levies,COL-020,5120.73,4489.23,114,-631.5,-12.33,False,39.38
2026-02-01,Ward 5,Business Licenses,COL-019,13086.84,12671.39,82,-415.45,-3.17,False,154.53
2026-02-01,Ward 5,Market Fees,COL-018,8829.45,8304.27,794,-525.18,-5.95,False,10.46
2026-02-01,Ward 5,Property Rates,COL-017,37887.47,31662.25,433,-6225.22,-16.43,False,73.12
2026-02-01,Ward 6,Beer Hall Levies,COL-024,6949.57,5894.52,153,-1055.05,-15.18,False,38.53
2026-02-01,Ward 6,Business Licenses,COL-023,17760.71,17471.65,116,-289.06,-1.63,False,150.62
2026-02-01,Ward 6,Market Fees,COL-022,11982.82,12099.89,1084,117.07,0.98,False,11.16
2026-02-01,Ward 6,Property Rates,COL-021,51418.7,52942.77,587,1524.07,2.96,False,90.19
2026-02-01,Ward 7,Beer Hall Levies,COL-028,7681.1,7171.54,194,-509.56,-6.63,False,36.97
2026-02-01,Ward 7,Business Licenses,COL-027,19630.25,18395.83,131,-1234.42,-6.29,False,140.43
2026-02-01,Ward 7,Market Fees,COL-026,13244.17,14286.7,1195,1042.53,7.87,False,11.96
2026-02-01,Ward 7,Property Rates,COL-025,56831.2,53269.38,666,-3561.82,-6.27,False,79.98
2026-02-01,Ward 8,Beer Hall Levies,COL-032,4389.2,3915.69,105,-473.51,-10.79,False,37.29
2026-02-01,Ward 8,Business Licenses,COL-031,11217.29,9971.2,74,-1246.09,-11.11,False,134.75
2026-02-01,Ward 8,Market Fees,COL-030,7568.1,6996.62,743,-571.48,-7.55,False,9.42
2026-02-01,Ward 8,Property Rates,COL-029,32474.97,30911.38,364,-1563.59,-4.81,False,84.92
2026-03-01,Ward 1,Beer Hall Levies,COL-004,10078.05,9505.16,238,-572.89,-5.68,False,39.94
2026-03-01,Ward 1,Business Licenses,COL-003,19550.15,21911.86,135,2361.71,12.08,False,162.31
2026-03-01,Ward 1,Market Fees,COL-002,24748.65,26119.26,2213,1370.61,5.54,False,11.8
2026-03-01,Ward 1,Property Rates,COL-001,74967.18,81148.05,831,6180.87,8.24,False,97.65
2026-03-01,Ward 2,Beer Hall Levies,COL-008,7645.42,7058.17,168,-587.25,-7.68,False,42.01
2026-03-01,Ward 2,Business Licenses,COL-007,14831.15,14951.4,103,120.25,0.81,False,145.16
2026-03-01,Ward 2,Market Fees,COL-006,18774.84,18805.42,1562,30.58,0.16,False,12.04
2026-03-01,Ward 2,Property Rates,COL-005,56871.66,57308.57,613,436.91,0.77,False,93.49
2026-03-01,Ward 3,Beer Hall Levies,COL-012,5907.82,5357.5,132,-550.32,-9.32,False,40.59
2026-03-01,Ward 3,Business Licenses,COL-011,11460.43,9013.33,81,-2447.1,-21.35,False,111.28
2026-03-01,Ward 3,Market Fees,COL-010,14507.83,13122.17,1211,-1385.66,-9.55,False,10.84
2026-03-01,Ward 3,Property Rates,COL-009,43946.28,40650.83,543,-3295.45,-7.5,False,74.86
2026-03-01,Ward 4,Beer Hall Levies,COL-016,8340.45,8128.71,203,-211.74,-2.54,False,40.04
2026-03-01,Ward 4,Business Licenses,COL-015,16179.44,14931.06,108,-1248.38,-7.72,False,138.25
2026-03-01,Ward 4,Market Fees,COL-014,20481.64,11308.26,1616,-9173.38,-44.79,False,7.0
2026-03-01,Ward 4,Property Rates,COL-013,62041.81,59706.58,722,-2335.23,-3.76,False,82.7
2026-03-01,Ward 5,Beer Hall Levies,COL-020,4865.27,4453.31,104,-411.96,-8.47,False,42.82
2026-03-01,Ward 5,Business Licenses,COL-019,9438.01,7674.64,64,-1763.37,-18.68,False,119.92
2026-03-01,Ward 5,Market Fees,COL-018,11947.63,10526.02,1146,-1421.61,-11.9,False,9.19
2026-03-01,Ward 5,Property Rates,COL-017,36191.05,34988.22,447,-1202.83,-3.32,False,78.27
2026-03-01,Ward 6,Beer Hall Levies,COL-024,6602.86,6500.0,147,-102.86,-1.56,True,44.22
2026-03-01,Ward 6,Business Licenses,COL-023,12808.72,12106.8,74,-701.92,-5.48,False,163.61
2026-03-01,Ward 6,Market Fees,COL-022,16214.63,15084.34,1418,-1130.29,-6.97,False,10.64
2026-03-01,Ward 6,Property Rates,COL-021,49116.43,51034.3,562,1917.87,3.9,False,90.81
2026-03-01,Ward 7,Beer Hall Levies,COL-028,7297.9,8267.26,181,969.36,13.28,False,45.68
2026-03-01,Ward 7,Business Licenses,COL-027,14157.01,13927.59,96,-229.42,-1.62,False,145.08
2026-03-01,Ward 7,Market Fees,COL-026,17921.44,18890.92,1453,969.48,5.41,False,13.0
2026-03-01,Ward 7,Property Rates,COL-025,54286.58,54454.75,646,168.17,0.31,False,84.3
2026-03-01,Ward 8,Beer Hall Levies,COL-032,4170.23,4164.75,101,-5.48,-0.13,False,41.24
2026-03-01,Ward 8,Business Licenses,COL-031,8089.72,8129.43,51,39.71,0.49,False,159.4
2026-03-01,Ward 8,Market Fees,COL-030,10240.82,9178.27,941,-1062.55,-10.38,False,9.75
2026-03-01,Ward 8,Property Rates,COL-029,31020.9,29018.08,352,-2002.82,-6.46,False,82.44
2026-04-01,Ward 1,Beer Hall Levies,COL-004,15207.78,16311.47,338,1103.69,7.26,False,48.26
2026-04-01,Ward 1,Business Licenses,COL-003,15009.92,15784.68,99,774.76,5.16,False,159.44
2026-04-01,Ward 1,Market Fees,COL-002,34195.15,34378.52,3241,183.37,0.54,False,10.61
2026-04-01,Ward 1,Property Rates,COL-001,64799.92,66140.16,761,1340.24,2.07,False,86.91
2026-04-01,Ward 2,Beer Hall Levies,COL-008,11536.93,10888.19,231,-648.74,-5.62,False,47.14
2026-04-01,Ward 2,Business Licenses,COL-007,11386.83,10895.3,69,-491.53,-4.32,False,157.9
2026-04-01,Ward 2,Market Fees,COL-006,25941.15,24171.16,2231,-1769.99,-6.82,False,10.83
2026-04-01,Ward 2,Property Rates,COL-005,49158.56,51440.36,560,2281.8,4.64,False,91.86
2026-04-01,Ward 3,Beer Hall Levies,COL-012,8914.9,8558.5,196,-356.4,-4.0,False,43.67
2026-04-01,Ward 3,Business Licenses,COL-011,8798.92,7376.14,59,-1422.78,-16.17,False,125.02
2026-04-01,Ward 3,Market Fees,COL-010,20045.44,17800.29,1786,-2245.15,-11.2,False,9.97
2026-04-01,Ward 3,Property Rates,COL-009,37986.16,35109.55,442,-2876.61,-7.57,False,79.43
2026-04-01,Ward 4,Beer Hall Levies,COL-016,12585.75,12626.58,279,40.83,0.32,False,45.26
2026-04-01,Ward 4,Business Licenses,COL-015,12422.0,13412.08,82,990.08,7.97,False,163.56
2026-04-01,Ward 4,Market Fees,COL-014,28299.44,14233.77,2197,-14065.67,-49.7,False,6.48
2026-04-01,Ward 4,Property Rates,COL-013,53627.52,53276.34,600,-351.18,-0.65,False,88.79
2026-04-01,Ward 5,Beer Hall Levies,COL-020,7341.69,6959.76,160,-381.93,-5.2,False,43.5
2026-04-01,Ward 5,Business Licenses,COL-019,7246.17,6975.03,47,-271.14,-3.74,False,148.4
2026-04-01,Ward 5,Market Fees,COL-018,16508.01,17428.69,1509,920.68,5.58,False,11.55
2026-04-01,Ward 5,Property Rates,COL-017,31282.72,29644.57,362,-1638.15,-5.24,False,81.89
2026-04-01,Ward 6,Beer Hall Levies,COL-024,9963.72,9000.0,234,-963.72,-9.67,True,38.46
2026-04-01,Ward 6,Business Licenses,COL-023,9834.08,9290.75,62,-543.33,-5.52,False,149.85
2026-04-01,Ward 6,Market Fees,COL-022,22403.72,23425.46,1996,1021.74,4.56,False,11.74
2026-04-01,Ward 6,Property Rates,COL-021,42455.12,44874.54,457,2419.42,5.7,False,98.19
2026-04-01,Ward 7,Beer Hall Levies,COL-028,11012.53,12785.58,286,1773.05,16.1,False,44.7
2026-04-01,Ward 7,Business Licenses,COL-027,10869.25,30106.13,83,19236.88,176.98,False,362.72
2026-04-01,Ward 7,Market Fees,COL-026,24762.01,24953.33,1877,191.32,0.77,False,13.29
2026-04-01,Ward 7,Property Rates,COL-025,46924.08,44506.43,519,-2417.65,-5.15,False,85.75
2026-04-01,Ward 8,Beer Hall Levies,COL-032,6292.87,5831.14,151,-461.73,-7.34,False,38.62
2026-04-01,Ward 8,Business Licenses,COL-031,6211.0,5550.53,40,-660.47,-10.63,False,138.76
2026-04-01,Ward 8,Market Fees,COL-030,14149.72,14425.62,1282,275.9,1.95,False,11.25
2026-04-01,Ward 8,Property Rates,COL-029,26813.76,24584.86,309,-2228.9,-8.31,False,79.56
2026-05-01,Ward 1,Beer Hall Levies,COL-004,17698.87,17364.66,388,-334.21,-1.89,False,44.75
2026-05-01,Ward 1,Business Licenses,COL-003,12751.5,11627.09,90,-1124.41,-8.82,False,129.19
2026-05-01,Ward 1,Market Fees,COL-002,36185.43,35722.01,3043,-463.42,-1.28,False,11.74
2026-05-01,Ward 1,Property Rates,COL-001,61167.16,64558.79,751,3391.63,5.54,False,85.96
2026-05-01,Ward 2,Beer Hall Levies,COL-008,13426.73,13111.45,293,-315.28,-2.35,False,44.75
2026-05-01,Ward 2,Business Licenses,COL-007,9673.55,10315.25,59,641.7,6.63,False,174.83
2026-05-01,Ward 2,Market Fees,COL-006,27451.01,24367.81,2301,-3083.2,-11.23,False,10.59
2026-05-01,Ward 2,Property Rates,COL-005,46402.67,45183.33,493,-1219.34,-2.63,False,91.65
2026-05-01,Ward 3,Beer Hall Levies,COL-012,10375.2,9525.9,216,-849.3,-8.19,False,44.1
2026-05-01,Ward 3,Business Licenses,COL-011,7475.02,6932.28,52,-542.74,-7.26,False,133.31
